Condition,Price,Mileage,Model_Year,Make,Model,Type,OBO,Seller_Status,Vehicle_Tile
Used,8500,19500,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22000,28563,2009.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,3051,50,1979.0,Harley-Davidson,Other,Other,False,private seller,Clear
Used,27771,7385,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,4300,20210,2001.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,12499,3553,2012.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,9495,30974,2007.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,25750,6800,2013.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,9000,9766,1970.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,30995,10205,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,6995,39341,2002.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,3995,11718,2012.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,11000,8500,2014.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,29000,8500,2009.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,5000,19700,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14500,4131,2014.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,4450,61140,2005.0,Harley-Davidson,Softail,Standard,False,dealer,Clear
Used,12900,669,2004.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,100,5464,2014.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,9900,7700,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,14995,24553,2000.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,6000,40000,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,8000,3281,2016.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,7000,21890,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,3000,12500,2002.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,3975,47132,2003.0,Harley-Davidson,Dyna,Sport Touring,False,dealer,Clear
Used,4500,18900,2000.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,6500,36000,2006.0,Harley-Davidson,Touring,Other,False,owner,Clear
Used,6800,45543,2005.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,5600,35395,2007.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,2800,42000,2004.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,2225,5100,2002.0,Harley-Davidson,Other,Cruiser,False,private seller,Clear
Used,1075,11350,2005.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,25000,8500,2010.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11995,44289,2012.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,7500,33713,2004.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,26000,400,1948.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,32500,8000,2016.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,6900,6340,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,13995,9088,2012.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,12000,12600,2001.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,6995,15482,2012.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,14250,2810,2015.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
New,15680,330,2016.0,Harley-Davidson,Softail,Touring,True,private seller,Clear
Used,23500,2006,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,10950,7350,2009.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,16500,5500,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22500,8200,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,12200,1058,2015.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,9500,11614,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9500,25512,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,13750,428,2014.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,5000,3000,2015.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,6500,36000,2006.0,Harley-Davidson,Touring,Other,False,owner,Clear
Used,8495,21613,2003.0,Harley-Davidson,Softail,Touring,True,dealer,Clear
Used,6800,45543,2005.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,4500,1500,1993.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,5500,14600,2010.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,5600,14000,2007.0,Harley-Davidson,Softail,Other,False,dealer,Clear
Used,2800,42000,2004.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,1775,15172,2002.0,Harley-Davidson,Sportster,Cruiser,False,dealer,Clear
Used,11995,44289,2012.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,7500,33713,2004.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,26000,400,1948.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9500,2434,2006.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,12000,664,2016.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,32500,8000,2016.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,4900,59335,2004.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,6900,6340,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,13995,9088,2012.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,11800,7019,2013.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,23500,2006,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,12850,5408,2016.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,16500,5500,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22500,8200,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,9500,11614,2008.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9500,25512,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,18495,11063,2014.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,24000,2869,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,18500,50,2003.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,16999,6252,2016.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,10500,5500,2005.0,Harley-Davidson,Touring,Other,True,private seller,Clear
Used,17750,2320,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,21500,3990,2016.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,19995,4498,2016.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,16000,11900,2009.0,Harley-Davidson,Other,Sport Bike,True,private seller,Clear
Used,27000,4600,2013.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,12500,6400,2015.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,9500,23263,2006.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,14000,16400,2008.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,8100,2000,1999.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6500,15200,1992.0,Harley-Davidson,Other,Standard,False,private seller,Clear
Used,1000,6680,2013.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5200,2030,2013.0,Harley-Davidson,Other,Gasoline,False,dealer,Clear
Used,19900,6500,2017.0,Harley-Davidson,Touring,Touring,False,owner,Clear
Used,9100,44000,1968.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,8000,23000,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5000,3225,2006.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,21500,6488,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,18000,2535,2010.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,5999,8609,1989.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,4995,39453,1990.0,Harley-Davidson,Touring,Touring,True,carrigan motor group,Clear
Used,12999,11214,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,4550,12128,1977.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,3995,50000,1993.0,Harley-Davidson,Dyna,Standard,False,private seller,Clear
Used,8500,871,2007.0,Harley-Davidson,Touring,Sport Touring,True,private seller,Clear
Used,9500,13483,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,29995,669,2017.0,Harley-Davidson,Touring,Other,True,dealer,Clear
Used,10995,10558,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,8299,3295,2002.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,11995,23508,2009.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,45000,2500,2013.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,6595,46581,2002.0,Harley-Davidson,Softail,Touring,False,private seller,Clear
Used,12499,24439,2013.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,15400,2242,2015.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,11250,61500,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,510,23953,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,7999,69425,2010.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,1,18247,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,11500,28875,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,7900,34258,2001.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,11000,3200,2011.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,32989,4359,2014.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,51,25000,2004.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,16000,11900,2009.0,Harley-Davidson,Other,Sport Bike,True,private seller,Clear
Used,16000,26000,2009.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22950,1750,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,22900,9000,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,26250,2786,2013.0,Harley-Davidson,Touring,Touring,True,owner,Clear
Used,5000,0,1968.0,Harley-Davidson,Other,Other,False,owner,Clear
Used,7499,20800,2007.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,19000,2238,2013.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,14995,6819,2013.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,6950,16500,2004.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,22000,6800,2016.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6100,17860,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5999,8609,1989.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,9400,12000,2010.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,28500,4967,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,12999,11214,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,20100,11015,2012.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,3995,50000,1993.0,Harley-Davidson,Dyna,Standard,False,private seller,Clear
Used,10995,10558,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,13999,8300,2014.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13999,16100,2007.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,6900,63000,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6595,46581,2002.0,Harley-Davidson,Softail,Touring,False,private seller,Clear
Used,11999,24258,2009.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,22500,7500,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12000,55300,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,20000,10546,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,25999,26308,2013.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,11999,7204,2012.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,20000,16192,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
New,27980,9730,2012.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,12000,15873,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11000,3200,2011.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,6100,10000,2000.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,8500,17720,2006.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,12000,15873,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,11000,3200,2011.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,6100,10000,2000.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,8500,17720,2006.0,Harley-Davidson,Softail,Standard,False,private seller,Clear
Used,3300,1226,2012.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,2050,1,1974.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,10988,9560,2011.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,10500,4570,2009.0,Harley-Davidson,Softail,Standard,True,private seller,Clear
Used,10995,44996,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,13995,49801,2008.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
Used,20000,14000,2011.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,19795,12087,2015.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,9999,42600,2014.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,10500,69240,2003.0,Harley-Davidson,Softail,Touring,True,dealer,Clear
Used,7995,4726,2014.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,20,9000,2001.0,Harley-Davidson,Softail,Cruiser,False,owner,Clear
Used,5100,1070,2008.0,Harley-Davidson,Softail,Touring,False,private seller,Clear
Used,7700,6681,2013.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,10495,3559,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,6000,47496,2006.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,14995,4327,2013.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,14500,5200,2012.0,Harley-Davidson,Touring,Cruiser,True,private seller,Clear
Used,16000,11900,2009.0,Harley-Davidson,Other,Sport Bike,True,private seller,Clear
Used,29500,1000,1942.0,Harley-Davidson,Touring,Standard,True,private seller,Clear
Used,27000,4600,2013.0,Harley-Davidson,Other,Cruiser,True,private seller,Clear
Used,7700,482,2009.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,14000,5903,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,1000,4219,2011.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5500,8339,2004.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,9000,4500,2014.0,Harley-Davidson,Dyna,Other,True,private seller,Clear
Used,4050,17800,2005.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,5100,7764,2013.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,18000,2535,2010.0,Harley-Davidson,Other,Touring,False,private seller,Clear
Used,22000,6800,2016.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,6100,17860,2006.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,9400,12000,2010.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,13500,1500,2016.0,Harley-Davidson,Dyna,Cruiser,True,owner,Clear
Used,12999,6869,2012.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,28500,4967,2014.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,20100,11015,2012.0,Harley-Davidson,Touring,Other,False,private seller,Clear
Used,5000,21582,2002.0,Harley-Davidson,Dyna,Cruiser,False,dealer,Clear
Used,8500,5400,2002.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,13999,8300,2014.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,13999,16100,2007.0,Harley-Davidson,Touring,Sport Touring,False,private seller,Clear
Used,6900,63000,2003.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,7600,66365,1998.0,Harley-Davidson,Softail,Other,False,private seller,Clear
Used,7499,11562,2007.0,Harley-Davidson,Dyna,Cruiser,False,private seller,Clear
Used,11999,24258,2009.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,22500,7500,2012.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12000,55300,2000.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,20000,10546,2015.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
Used,25999,26308,2013.0,Harley-Davidson,Touring,Touring,True,dealer,Clear
Used,4500,12570,2012.0,Harley-Davidson,Sportster,Cruiser,True,dealer,Clear
Used,5250,19795,2005.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,21500,300,2014.0,Harley-Davidson,Softail,Cruiser,True,private seller,Clear
Used,11999,7204,2012.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,12995,5613,2011.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,20000,16192,2012.0,Harley-Davidson,Touring,Touring,False,private seller,Clear
New,27980,9730,2012.0,Harley-Davidson,Touring,Gasoline,True,dealer,Clear
Used,15995,3117,2014.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,8950,29244,1998.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,12000,15873,2007.0,Harley-Davidson,Touring,Touring,True,private seller,Clear
Used,12400,23658,2013.0,Harley-Davidson,Softail,Cruiser,False,dealer,Clear
Used,13000,17435,2003.0,Harley-Davidson,Softail,Other,True,private seller,Clear
Used,11995,1142,2016.0,Harley-Davidson,Dyna,Cruiser,True,dealer,Clear
Used,3300,1226,2012.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,2050,1,1974.0,Harley-Davidson,Sportster,Cruiser,False,private seller,Clear
Used,5995,17764,2005.0,Harley-Davidson,Softail,Cruiser,False,private seller,Clear
Used,2026,13415,2014.0,Harley-Davidson,Other,Gasoline,False,private seller,Clear
Used,9995,38278,2013.0,Harley-Davidson,Softail,Cruiser,True,dealer,Clear
Used,10995,44996,2011.0,Harley-Davidson,Touring,Touring,False,dealer,Clear
Used,13995,49801,2008.0,Harley-Davidson,Touring,Cruiser,True,dealer,Clear
